aid,institution_id,from_institution_id,from_oid,from_name,from_ranking,from_latitude,from_longitude,aid,postype,job_inst,institution_id,to_institution_id,to_oid,startdate,to_rank,to_latitude,to_longitude
28821,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,28821,1,"university of rochester",19134,161,189,2017-07-01,81,43.1305531,-77.6260033
28931,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,28931,6,"Stanford University",19052,78,130,2014-01-01,3,37.429248,-122.1652635
28993,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,28993,1,"universityÂ of cambridge",19093,120,139,2016-07-01,42,52.2010116,0.1084907
29223,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,29223,9,"University of Chicago Crime Lab and Education Lab",19358,339,570,2016-01-01,2,41.7899222,-87.5973383
29314,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,29314,6,"Princeton University",19622,747,886,2016-01-01,13,40.3490675,-74.6555328
29324,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,29324,9,"Vanderbilt University",19274,347,1338,2018-01-01,88,36.1447034,-86.8026551
29452,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,29452,1,"tsinghua university",19407,535,623,2017-07-01,86,39.999567,116.331991
29539,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,29539,1,"university of virginia",19043,70,83,2017-07-01,57,38.034837,-78.5064309
29563,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,29563,7,"University of Sydney ",19454,589,688,2017-05-01,100,-33.8853411,151.1852555
29568,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,29568,1,"stanford university",19051,78,92,2016-07-01,3,37.4284807,-122.1658358
29650,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,29650,1,"London School of Economics",19277,351,407,2017-08-01,5,51.5136884,-0.1167007
32629,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,32629,6," Johns Hopkins University",21861,1080,1345,2017-08-01,66,39.2825226,-76.6015979
33046,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,33046,1,"George Washington University",19306,411,476,2017-01-01,84,38.8985287,-77.0474064
33399,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,33399,1,"University of washington",19068,91,105,2018-09-01,69,47.6571109,-122.3083677
33416,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,33416,6,"University of Chicago, Harris School of Public Policy",21527,1044,1275,2017-01-01,2,41.7854555,-87.596997
33417,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,33417,6,"University of Chicago",19359,339,942,2017-01-01,2,41.7904792,-87.5967462
33589,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,33589,6,"University of Mannheim",19139,175,204,2017-09-01,35,49.4829556,8.461786
33669,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,33669,1,"University of Wisconsin Madison",19047,73,85,2017-01-01,31,43.0765006,-89.4052976
33706,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,33706,1,"University of Michigan",19128,2,186,2018-01-01,14,42.2738566,-83.7375824
33727,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,33727,6,"Yale University",19217,290,336,2017-01-01,11,41.3138919,-72.9240345
34090,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,34090,6,"University of Wisconsin-Madison",19047,73,85,2017-01-01,31,43.0765006,-89.4052976
34162,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,34162,1,"The Ohio State University",19318,465,499,2017-01-01,60,40.0017935,-83.0093428
34247,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,34247,1,"George Washington University",19064,85,1184,2017-01-01,60,38.9089441,-77.0755723
34863,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,34863,1,"Peking University",21022,1043,1273,2018-03-08,63,39.986913,116.3058739
35498,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,35498,1,"University of Maryland",18997,13,20,2014-01-01,24,38.9847953,-76.9440122
37552,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,37552,6,"National University of Singapore",19613,737,876,2015-06-01,27,1.2977694,103.7807671
38432,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,38432,15,"Pennsylvania State University",19102,134,154,2018-08-01,79,40.797324,-77.868361
38476,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,38476,6,"University of Pennsylvania",19104,137,157,2018-01-01,6,39.953339,-75.194527
38678,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,38678,1,"The George Washington University",19306,411,476,2018-01-01,84,38.8985287,-77.0474064
39038,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,39038,6,"Cornell University",19383,361,420,2017-01-01,18,42.4534492,-76.4735027
39216,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,39216,6,"Yale University",19217,290,336,2018-01-01,11,41.3138919,-72.9240345
39547,19128,2,186,"University of Michigan - Department of Economics",14,42.2738566,-83.7375824,39547,2,"Warwick Business School",19098,124,1356,2018-03-08,33,52.3823554,-1.5656233
7,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,7,3,"University of Toronto",19013,32,40,2008-06-01,19,43.6660209,-79.3998235
19686,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,19686,1,"University of Virginia",19043,70,83,2014-01-01,57,38.034837,-78.5064309
23663,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,23663,1,"university of bristol",19414,542,633,2016-07-01,100,51.4600545,-2.6049023
24114,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,24114,1,"University of Chicago",19357,339,394,2015-01-01,2,41.7899222,-87.5973383
24119,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,24119,1,"university of pennsylvania",19104,137,157,2016-07-01,6,39.953339,-75.194527
24142,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,24142,1,"university of notre dame",19084,104,119,2016-07-01,77,41.695579,-86.2378059
24416,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,24416,1,"university of southern california",19231,125,354,2016-07-01,51,34.0223519,-118.285117
24471,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,24471,1,"university of chicago",19357,339,394,2016-07-01,2,41.7899222,-87.5973383
24496,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,24496,1,"carnegie mellon university",19127,158,522,2016-07-01,51,40.4410936,-79.9422009
24634,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,24634,1,"harvard university",19275,350,406,2017-07-01,1,42.376417,-71.1182727
24934,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,24934,1,"new york university",19470,144,167,2016-07-01,9,40.7290047,-73.9951385
24935,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,24935,1,bostonÂ university,19374,29,37,2016-07-01,30,42.3509108,-71.1054953
24975,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,24975,1,"universityÂ of british columbia",19030,57,631,2016-07-01,47,49.2648239,-123.2537939
25026,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,25026,1,"northwestern university",19003,18,25,2016-07-01,12,42.0571538,-87.6716364
26389,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,26389,1,harvardÂ university,19275,350,406,2016-07-01,1,42.376417,-71.1182727
27893,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,27893,1,"new york university",19470,144,167,2017-07-01,9,40.7290047,-73.9951385
27983,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,27983,1,"columbia university",19007,22,29,2017-07-01,10,40.8077151,-73.9596015
28550,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,28550,1,"vanderbilt university",19272,347,403,2017-07-01,88,36.1482018,-86.8027714
28747,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,28747,1,"johns hopkins university",19019,40,49,2017-07-01,66,39.3251692,-76.6227679
28971,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,28971,1,"university of chicago",19357,339,394,2017-07-01,2,41.7899222,-87.5973383
29906,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,29906,1,"johns hopkins university",19019,40,49,2017-07-01,66,39.3251692,-76.6227679
30180,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,30180,1,"columbia university",19007,22,29,2017-07-01,10,40.8077151,-73.9596015
30266,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,30266,1,"university of california los angeles",21842,6,36,2017-07-01,20,34.068921,-118.4451811
33407,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,33407,1,"University of Pennsylvania",19105,137,502,2017-09-01,6,39.952414,-75.1965869
38966,19051,78,92,"Stanford University - Department of Economics",3,37.4284807,-122.1658358,38966,1,USC,19231,125,354,2018-07-01,51,34.0223519,-118.285117
12,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,12,7,duke,19998,17,24,2003-08-01,15,36.0014258,-78.9382286
16,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,16,2,"University of Virginia",19043,70,83,2014-07-01,57,38.034837,-78.5064309
49,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,49,2,"Duke University",19999,17,479,2016-01-01,15,36.0046315,-78.9425956
128,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,128,9,"University of Southern California",19230,125,144,2017-02-01,51,34.0188247,-118.2857791
142,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,142,1,"Washington University in St. Louis",19046,72,84,2008-08-01,84,38.648238,-90.3048746
241,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,241,1,"Washington University in St. Louis",19046,72,84,2008-08-01,84,38.648238,-90.3048746
461,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,461,1,"Stanford University",19051,78,92,2008-08-01,3,37.4284807,-122.1658358
539,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,539,9,"Center for Economic Policy Research",19052,78,130,2017-01-01,3,37.429248,-122.1652635
1079,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,1079,6,NUS,19329,439,507,2008-12-01,27,1.2966426,103.7763939
1092,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,1092,2,"Georgetown University",19062,85,99,2015-01-01,60,38.9089853,-77.0734746
1436,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,1436,1,"Texas A&M University",19378,513,596,2009-08-01,31,30.5975452,-96.3526833
1440,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,1440,1," Boston College",19240,312,362,2009-08-01,69,42.3362748,-71.168524
2268,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,2268,1,"Wisconsin School of Business",19047,73,85,2016-08-01,31,43.0765006,-89.4052976
2279,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,2279,1,"University of Pennsylvania",19106,137,908,2009-08-01,6,39.9522188,-75.1932137
2955,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,2955,15,"Duke University",19998,17,24,2015-01-01,15,36.0014258,-78.9382286
3048,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,3048,6,"University of Wisconsin",19047,73,85,2008-08-01,31,43.0765006,-89.4052976
3820,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,3820,1,"The Ohio State University",19318,465,499,2010-08-01,60,40.0017935,-83.0093428
3850,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,3850,1,"Toulouse School of Economics",19138,86,203,2010-08-01,21,43.6067724,1.4371122
3896,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,3896,1,"Texas A&M University",19378,513,596,2013-01-01,31,30.5975452,-96.3526833
3984,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,3984,1,"Texas A&M University",19378,513,596,2010-03-08,31,30.5975452,-96.3526833
4112,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,4112,4,"Tsinghua University",19407,535,623,2013-01-01,86,39.999567,116.331991
4433,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,4433,1,"University of Warwick",19097,124,143,2012-01-01,33,52.3810194,-1.5630489
4506,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,4506,6,"Duke University",19998,17,24,2010-09-01,15,36.0014258,-78.9382286
4567,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,4567,9,"Center for Economic and Social Research",19230,125,144,2017-04-01,51,34.0188247,-118.2857791
5768,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,5768,13,"University of Amsterdam",20357,647,1343,2009-08-01,37,52.3639549,4.9115847
6175,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,6175,6,"Brown University",19005,21,28,2010-08-01,66,41.8271921,-71.4043861
6595,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,6595,2,"The Ohio State University",19318,465,499,2005-08-01,60,40.0017935,-83.0093428
7229,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,7229,15,"Columbia University",19007,22,29,2015-12-01,10,40.8077151,-73.9596015
7279,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,7279,15,"Georgetown University",19062,85,99,2017-03-01,60,38.9089853,-77.0734746
7908,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,7908,6,"Duke Global Health Institute",19998,17,24,2011-06-01,15,36.0014258,-78.9382286
8001,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,8001,6,"Boston University",19375,29,592,2011-07-01,30,42.3355512,-71.0716876
8992,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,8992,1,"stern school",19620,742,881,2011-06-01,9,40.7290549,-73.9965233
10762,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,10762,1,"university of california los angeles",21842,6,36,2012-01-01,20,34.068921,-118.4451811
12160,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,12160,1,"Arizona State University",19900,370,432,2012-08-01,72,33.4166016,-111.9341819
12563,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,12563,6,"Duke University",19998,17,24,2011-08-01,15,36.0014258,-78.9382286
12988,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,12988,1,"Cornell University",19384,361,603,2012-01-01,18,42.4473742,-76.4822234
13379,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,13379,1,"University of British Columbia",19029,57,128,2012-01-01,47,49.2648239,-123.2537939
23822,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,23822,1,"boston college",19240,312,362,2016-07-01,69,42.3362748,-71.168524
24360,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,24360,NULL,"oxford university",19155,186,693,2016-07-01,8,51.7527214,-1.2624309
25297,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,25297,1,"purdue university",19048,74,86,2016-07-01,93,40.4236941,-86.9110578
25676,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,25676,1,"national university of singapore",19329,439,507,2016-07-01,27,1.2966426,103.7763939
26497,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,26497,1,"new york university",19470,144,167,2016-07-01,9,40.7290047,-73.9951385
26523,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,26523,NULL,"university of rochester",19134,161,189,2016-07-01,81,43.1305531,-77.6260033
27705,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,27705,1,"shanghai university of finance and economics",20251,1067,1306,2017-07-01,56,31.306911,121.496763
27781,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,27781,1,"university of toronto",19013,32,40,2017-07-01,19,43.6660209,-79.3998235
27858,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,27858,1,"singapore management university",20255,1089,1347,2017-07-01,64,1.297537,103.8489704
28536,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,28536,1,"shanghai university of finance and economics",20251,1067,1306,2017-07-01,56,31.306911,121.496763
29956,19998,17,24,"Duke University - Economics",15,36.0014258,-78.9382286,29956,1,"yale university",19217,290,336,2017-07-01,11,41.3138919,-72.9240345
24045,19046,72,84,"Washington University in St. Louis - Department of Economics",84,38.648238,-90.3048746,24045,NULL,"washington university in st. louisis",19046,72,84,2016-07-01,84,38.648238,-90.3048746
23247,19093,120,139,"University of Cambridge - Faculty of Economics",42,52.2010116,0.1084907,23247,NULL,"university college london",19176,90,235,2016-07-01,16,51.526067,-0.133295
23361,19093,120,139,"University of Cambridge - Faculty of Economics",42,52.2010116,0.1084907,23361,2,"University of Oxford ",19150,186,217,2018-01-01,8,51.7574088,-1.2468664
23395,19093,120,139,"University of Cambridge - Faculty of Economics",42,52.2010116,0.1084907,23395,1,"university of melbourne",19215,288,334,2016-07-01,42,-37.8013795,144.9593986
24167,19093,120,139,"University of Cambridge - Faculty of Economics",42,52.2010116,0.1084907,24167,NULL,"london school of economics",19430,564,660,2016-07-01,98,51.5261552,-0.160668
38642,19093,120,139,"University of Cambridge - Faculty of Economics",42,52.2010116,0.1084907,38642,1,"University of Notre Dame ",19084,104,119,2018-01-01,77,41.695579,-86.2378059
23734,19028,57,67,"University of British Columbia - Economics",47,49.271064,-123.250418,23734,1,"johns hopkins university",19019,40,49,2016-07-01,66,39.3251692,-76.6227679
25416,19028,57,67,"University of British Columbia - Economics",47,49.271064,-123.250418,25416,1,"purdue university",19048,74,86,2017-07-01,93,40.4236941,-86.9110578
27867,19028,57,67,"University of British Columbia - Economics",47,49.271064,-123.250418,27867,1,"university of virginia",19043,70,83,2017-07-01,57,38.034837,-78.5064309
28585,19028,57,67,"University of British Columbia - Economics",47,49.271064,-123.250418,28585,1,"university of rochester",19134,161,189,2017-07-01,81,43.1305531,-77.6260033
29523,19028,57,67,"University of British Columbia - Economics",47,49.271064,-123.250418,29523,1,"national university of singapore",19329,439,507,2017-07-01,27,1.2966426,103.7763939
30198,19028,57,67,"University of British Columbia - Economics",47,49.271064,-123.250418,30198,1,"university of toronto",19013,32,40,2017-07-01,19,43.6660209,-79.3998235
36492,19028,57,67,"University of British Columbia - Economics",47,49.271064,-123.250418,36492,1,princeton,19622,747,886,2011-08-01,13,40.3490675,-74.6555328
13770,19127,158,522,"Carnegie Mellon University - Tepper School of Business",51,40.4410936,-79.9422009,13770,1,"arizona state university",19900,370,432,2016-07-01,72,33.4166016,-111.9341819
24938,19127,158,522,"Carnegie Mellon University - Tepper School of Business",51,40.4410936,-79.9422009,24938,1,"university college london",19176,90,235,2016-07-01,16,51.526067,-0.133295
25946,19127,158,522,"Carnegie Mellon University - Tepper School of Business",51,40.4410936,-79.9422009,25946,NULL,"university of chicago",19357,339,394,2016-07-01,2,41.7899222,-87.5973383
26140,19127,158,522,"Carnegie Mellon University - Tepper School of Business",51,40.4410936,-79.9422009,26140,1,"johns hopkins university",19019,40,49,2016-07-01,66,39.3251692,-76.6227679
26166,19127,158,522,"Carnegie Mellon University - Tepper School of Business",51,40.4410936,-79.9422009,26166,1,"university of queensland",19208,266,310,2016-07-01,96,-27.494923,153.013491
26570,19127,158,522,"Carnegie Mellon University - Tepper School of Business",51,40.4410936,-79.9422009,26570,1,"university college london",19176,90,235,2016-07-01,16,51.526067,-0.133295
161,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,161,1,"University of Tokyo",19776,915,1106,2008-04-01,100,35.7103178,139.7613879
173,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,173,1,"Arizona State University",19900,370,432,2009-01-01,72,33.4166016,-111.9341819
204,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,204,9,"University of California, Los Angeles",21844,6,1352,2005-01-01,20,34.0744024,-118.4390865
244,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,244,2,"University of Pennsylvania",19104,137,157,2015-07-01,6,39.953339,-75.194527
471,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,471,10,"University of Southern California Law School",19230,125,144,2010-01-01,51,34.0188247,-118.2857791
688,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,688,9,"Australian National University",19729,67,90,2008-01-01,78,-35.2776999,149.118527
783,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,783,9,"University of Maryland",18997,13,20,2010-01-01,24,38.9847953,-76.9440122
982,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,982,1,"Washington University",19046,72,84,2008-01-01,84,38.648238,-90.3048746
1168,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,1168,6,"Bocconi University",19929,1034,1262,2008-03-08,25,45.4485736,9.189945
1383,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,1383,9,"Hoover Institution",19052,78,130,2006-01-01,3,37.429248,-122.1652635
1441,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,1441,15,"Carnegie-Mellon University",19126,158,185,2007-09-01,51,40.4441758,-79.9455565
2104,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,2104,9,"New York University",19470,144,167,2014-01-01,9,40.7290047,-73.9951385
2139,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,2139,1,"University of Essex",19284,366,428,2006-01-01,49,51.8777259,0.9472069
2151,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,2151,9,"University of Maryland",18997,13,20,2007-07-01,24,38.9847953,-76.9440122
2780,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,2780,1,"University of Notre Dame",19084,104,119,2009-07-01,77,41.695579,-86.2378059
2913,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,2913,7,"University of Wisconsin-Madison",19047,73,85,2008-03-08,31,43.0765006,-89.4052976
5107,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,5107,1,"National University of Singapore Business School",19329,439,507,2011-07-01,27,1.2966426,103.7763939
5172,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,5172,7,"University of Melbourne",19215,288,334,2010-09-01,42,-37.8013795,144.9593986
5542,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,5542,1,"The Ohio State University",19318,465,499,2010-01-01,60,40.0017935,-83.0093428
5886,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,5886,1,"Purdue University",19049,74,177,2006-01-01,93,40.4236941,-86.9110578
8112,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,8112,2,"New York University",19470,144,167,2013-01-01,9,40.7290047,-73.9951385
8134,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,8134,1,"Northwestern University",19003,18,25,2012-01-01,12,42.0571538,-87.6716364
8389,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,8389,15,"university of california los angeles",21842,6,36,2011-03-08,20,34.068921,-118.4451811
8640,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,8640,1,"Pennsylvania State University",19102,134,154,2011-01-01,79,40.797324,-77.868361
8734,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,8734,6,"University of Michigan",19128,2,186,2009-01-01,14,42.2738566,-83.7375824
8871,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,8871,2,"Boston College",19240,312,362,2011-07-01,69,42.3362748,-71.168524
9014,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,9014,3,"University of Wisconsin - Madison",19047,73,85,2018-01-01,31,43.0765006,-89.4052976
9443,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,9443,1,"Purdue University",19049,74,177,2006-01-01,93,40.4236941,-86.9110578
9551,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,9551,3,"Bocconi University",19929,1034,1262,2013-09-01,25,45.4485736,9.189945
10734,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,10734,7,UCLA,21842,6,36,2013-01-01,20,34.068921,-118.4451811
11388,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,11388,15,"University of Washington",19068,91,105,2010-03-01,69,47.6571109,-122.3083677
11649,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,11649,9,"National University of Singapore",19329,439,507,2012-01-01,27,1.2966426,103.7763939
11943,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,11943,1,"University of Southern California",19231,125,354,2012-01-01,51,34.0223519,-118.285117
12568,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,12568,13,"The Hebrew University of Jerusalem.",19736,866,1042,2012-03-08,79,31.7942804,35.2429186
12591,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,12591,1,"Bocconi University",19929,1034,1262,2012-09-01,25,45.4485736,9.189945
12731,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,12731,0,"University of Chicago",21527,1044,1275,2004-08-01,2,41.7854555,-87.596997
13882,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,13882,15,UCLA,21842,6,36,2008-01-01,20,34.068921,-118.4451811
14782,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,14782,1,"University of Michigan",19128,2,186,2013-01-01,14,42.2738566,-83.7375824
15259,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,15259,1,"University of Michigan",19128,2,186,2013-01-01,14,42.2738566,-83.7375824
17133,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,17133,1,"University of Michigan",19128,2,186,2013-09-01,14,42.2738566,-83.7375824
17904,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,17904,1,"Hong Kong University of Science and Technology",19811,68,79,2005-03-08,66,22.2813531,114.1611104
20337,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,20337,1,sauder,19030,57,631,2006-01-01,47,49.2648239,-123.2537939
21254,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,21254,1,"Georgetown University",19062,85,99,2014-01-01,60,38.9089853,-77.0734746
21272,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,21272,1,"Singapore Management University",20255,1089,1347,2006-01-01,64,1.297537,103.8489704
21694,21842,6,36,"University of California Los Angeles (UCLA) - Economics",20,34.068921,-118.4451811,21694,9,"CALIFORNIA CENTER FOR POPULATION RESEARCH",21844,6,1352,2014-12-01,20,34.0744024,-118.4390865
